run_number,format,original_size,compressed_size,compression_ratio,compression_time_ms,compression_speed_mbps
87,XZ,630262450,630355064,1.0001469451337297,327602,1.8347411793516069
88,XZ,630262450,630355064,1.0001469451337297,331374,1.8138520874589221
89,XZ,630262450,630355064,1.0001469451337297,328064,1.8321527772092412
90,XZ,630262450,630355064,1.0001469451337297,330080,1.8209628545520653
91,XZ,630262450,630355064,1.0001469451337297,327608,1.8347054898962782
92,XZ,630262450,630355064,1.0001469451337297,327379,1.8359865123910941
93,XZ,630262450,630355064,1.0001469451337297,327160,1.837218105729277
94,XZ,630262450,630355064,1.0001469451337297,330632,1.8179269539177136
95,XZ,630262450,630355064,1.0001469451337297,326733,1.83961761783304
96,XZ,630262450,630355064,1.0001469451337297,328500,1.8297215606351187
97,XZ,630262450,630355064,1.0001469451337297,329907,1.821918292612723
98,XZ,630262450,630355064,1.0001469451337297,332835,1.805889954149294
99,XZ,630262450,630355064,1.0001469451337297,326761,1.8394601338082306
100,XZ,630262450,630355064,1.0001469451337297,328006,1.8324785208326666
1,7Z,630262450,630302716,1.0000638876709218,27127,22.15672953899188
2,7Z,630262450,630302716,1.0000638876709218,26579,22.61367453803655
3,7Z,630262450,630302716,1.0000638876709218,26543,22.644774883060037
4,7Z,630262450,630302716,1.0000638876709218,26640,22.561853807768035
5,7Z,630262450,630302716,1.0000638876709218,26791,22.434911877826156
6,7Z,630262450,630302716,1.0000638876709218,26411,22.75807433557449
7,7Z,630262450,630302716,1.0000638876709218,26684,22.525293862696337
8,7Z,630262450,630302716,1.0000638876709218,26596,22.599721995488533
9,7Z,630262450,630302716,1.0000638876709218,26514,22.669426196014957
10,7Z,630262450,630302716,1.0000638876709218,26871,22.367788400844603
11,7Z,630262450,630302716,1.0000638876709218,26884,22.35742666252309
12,7Z,630262450,630302716,1.0000638876709218,27066,22.206565940421303
13,7Z,630262450,630302716,1.0000638876709218,26684,22.52451059171675
14,7Z,630262450,630302716,1.0000638876709218,26461,22.714745995803348
15,7Z,630262450,630302716,1.0000638876709218,26379,22.785416907567175
16,7Z,630262450,630302716,1.0000638876709218,26438,22.734616835213746
17,7Z,630262450,630302716,1.0000638876709218,26527,22.658536005253406
18,7Z,630262450,630302716,1.0000638876709218,26343,22.81672781222996
19,7Z,630262450,630302716,1.0000638876709218,26656,22.54837186973401
20,7Z,630262450,630302716,1.0000638876709218,26449,22.725420048326953
21,7Z,630262450,630302716,1.0000638876709218,26478,22.70016916109673
22,7Z,630262450,630302716,1.0000638876709218,26743,22.475132769813044
23,7Z,630262450,630302716,1.0000638876709218,26926,22.322379175046315
24,7Z,630262450,630302716,1.0000638876709218,26806,22.422445443572624
25,7Z,630262450,630302716,1.0000638876709218,26566,22.62492188786934
26,7Z,630262450,630302716,1.0000638876709218,26546,22.641916035606695
27,7Z,630262450,630302716,1.0000638876709218,26334,22.824097263549408
28,7Z,630262450,630302716,1.0000638876709218,26854,22.382296156616267
29,7Z,630262450,630302716,1.0000638876709218,26481,22.69738395791972
30,7Z,630262450,630302716,1.0000638876709218,26405,22.762840378592664
31,7Z,630262450,630302716,1.0000638876709218,26626,22.57370238989646
32,7Z,630262450,630302716,1.0000638876709218,26474,22.703512051255732
33,7Z,630262450,630302716,1.0000638876709218,26419,22.750882782785034
34,7Z,630262450,630302716,1.0000638876709218,26829,22.403312421596095
35,7Z,630262450,630302716,1.0000638876709218,27094,22.184346326817266
36,7Z,630262450,630302716,1.0000638876709218,26957,22.29654740569134
37,7Z,630262450,630302716,1.0000638876709218,26429,22.74200145639371
38,7Z,630262450,630302716,1.0000638876709218,26436,22.736153773805682
39,7Z,630262450,630302716,1.0000638876709218,26192,22.948409686547357
40,7Z,630262450,630302716,1.0000638876709218,26219,22.924044772863734
41,7Z,630262450,630302716,1.0000638876709218,26231,22.913497993748287
42,7Z,630262450,630302716,1.0000638876709218,26218,22.925303412245945
43,7Z,630262450,630302716,1.0000638876709218,26302,22.851626068065613
44,7Z,630262450,630302716,1.0000638876709218,26415,22.754172941429353
45,7Z,630262450,630302716,1.0000638876709218,26440,22.732644419240863
46,7Z,630262450,630302716,1.0000638876709218,26607,22.59005742089884
47,7Z,630262450,630302716,1.0000638876709218,26844,22.390810026008637
48,7Z,630262450,630302716,1.0000638876709218,26569,22.622677145496144
49,7Z,630262450,630302716,1.0000638876709218,26443,22.730000796001534
50,7Z,630262450,630302716,1.0000638876709218,26210,22.932057612454024
51,7Z,630262450,630302716,1.0000638876709218,26301,22.853279053418174
52,7Z,630262450,630302716,1.0000638876709218,26253,22.894721148731843
53,7Z,630262450,630302716,1.0000638876709218,26200,22.94101612788724
54,7Z,630262450,630302716,1.0000638876709218,26260,22.888153232438242
55,7Z,630262450,630302716,1.0000638876709218,26206,22.935296411634013
56,7Z,630262450,630302716,1.0000638876709218,26309,22.845667113447835
57,7Z,630262450,630302716,1.0000638876709218,26393,22.773131585299478
58,7Z,630262450,630302716,1.0000638876709218,26402,22.765670869893267
59,7Z,630262450,630302716,1.0000638876709218,26663,22.54276979029226
60,7Z,630262450,630302716,1.0000638876709218,28306,21.23433762640268
61,7Z,630262450,630302716,1.0000638876709218,26956,22.297206292281082
62,7Z,630262450,630302716,1.0000638876709218,26372,22.79150804902747
63,7Z,630262450,630302716,1.0000638876709218,26177,22.96126651171222
64,7Z,630262450,630302716,1.0000638876709218,26277,22.873515515117102
65,7Z,630262450,630302716,1.0000638876709218,26305,22.849804062044655
66,7Z,630262450,630302716,1.0000638876709218,26216,22.92730145325354
67,7Z,630262450,630302716,1.0000638876709218,26366,22.796312044190913
68,7Z,630262450,630302716,1.0000638876709218,26414,22.75478579923529
69,7Z,630262450,630302716,1.0000638876709218,26436,22.73608995734403
70,7Z,630262450,630302716,1.0000638876709218,26781,22.44368647925564
71,7Z,630262450,630302716,1.0000638876709218,27026,22.23966452940599
72,7Z,630262450,630302716,1.0000638876709218,26663,22.54275922965716
73,7Z,630262450,630302716,1.0000638876709218,26423,22.74700728342558
74,7Z,630262450,630302716,1.0000638876709218,26275,22.875371819764894
75,7Z,630262450,630302716,1.0000638876709218,26363,22.79926267950608
76,7Z,630262450,630302716,1.0000638876709218,26362,22.79966700034211
77,7Z,630262450,630302716,1.0000638876709218,26414,22.754999275890878
78,7Z,630262450,630302716,1.0000638876709218,26224,22.920273464779832
79,7Z,630262450,630302716,1.0000638876709218,26603,22.593249555180503
80,7Z,630262450,630302716,1.0000638876709218,26494,22.68665712692977
81,7Z,630262450,630302716,1.0000638876709218,26435,22.736916522763323
82,7Z,630262450,630302716,1.0000638876709218,26794,22.432749114918078
83,7Z,630262450,630302716,1.0000638876709218,26830,22.402566394903406
84,7Z,630262450,630302716,1.0000638876709218,26818,22.412452217851435
85,7Z,630262450,630302716,1.0000638876709218,26501,22.679999226568203
86,7Z,630262450,630302716,1.0000638876709218,26368,22.7947776994105
87,7Z,630262450,630302716,1.0000638876709218,26488,22.69113201885465
88,7Z,630262450,630302716,1.0000638876709218,26584,22.60990988867355
89,7Z,630262450,630302716,1.0000638876709218,26342,22.817036804604626
90,7Z,630262450,630302716,1.0000638876709218,26348,22.812349223336472
91,7Z,630262450,630302716,1.0000638876709218,26379,22.784951681942342
92,7Z,630262450,630302716,1.0000638876709218,26359,22.802662601828967
93,7Z,630262450,630302716,1.0000638876709218,26429,22.7425341507067
94,7Z,630262450,630302716,1.0000638876709218,27263,22.0468947559228
95,7Z,630262450,630302716,1.0000638876709218,26752,22.46727951134127
96,7Z,630262450,630302716,1.0000638876709218,27110,22.171032747526944
97,7Z,630262450,630302716,1.0000638876709218,26310,22.844868098147106
98,7Z,630262450,630302716,1.0000638876709218,26314,22.841989024535934
99,7Z,630262450,630302716,1.0000638876709218,26409,22.75964792174904
100,7Z,630262450,630302716,1.0000638876709218,26443,22.72990893236635
